Incident Datetime,Incident Date,Incident Time,Incident Year,Incident Day of Week,Report Datetime,Row ID,Incident ID,Incident Number,CAD Number,Report Type Code,Report Type Description,Filed Online,Incident Code,Incident Category,Incident Subcategory,Incident Description,Resolution,Intersection,CNN,Police District,Analysis Neighborhood,Supervisor District,Latitude,Longitude,point
2018/10/16 11:05:00 AM,2018/10/16,11:05,2018,Tuesday,2018/10/16 11:05:00 AM,72672163010,726721,170710115,182891361,IS,Initial Supplement,,63010,Warrant,Other,"Warrant Arrest, Local SF Warrant",Cite or Arrest Adult,EDDY ST \ HYDE ST,25138000,Tenderloin,Tenderloin,6,37.78351564008561,-122.41588253952085,"(37.78351564008561, -122.41588253952085)"
2018/10/16 07:05:00 AM,2018/10/16,07:05,2018,Tuesday,2018/10/16 07:05:00 AM,72672262050,726722,180783970,182890463,II,Initial,,62050,Warrant,Warrant,"Warrant Arrest, Enroute To Outside Jurisdiction",Cite or Arrest Adult,STEVENSON ST \ 07TH ST \ ODD FELLOWS WAY,24319000,Tenderloin,South of Market,6,37.780005867994824,-122.41193341005338,"(37.780005867994824, -122.41193341005338)"
2018/10/16 07:49:00 AM,2018/10/16,07:49,2018,Tuesday,2018/10/16 07:49:00 AM,72672430200,726724,180420279,182890589,IS,Initial Supplement,,30200,Other Offenses,Other,Municipal Code Violation (general),Cite or Arrest Adult,WILLOW ST \ LARKIN ST,25150000,Tenderloin,Tenderloin,6,37.783777522298124,-122.41761857247508,"(37.783777522298124, -122.41761857247508)"
2018/10/16 07:49:00 AM,2018/10/16,07:49,2018,Tuesday,2018/10/16 07:49:00 AM,72672462050,726724,180420279,182890589,IS,Initial Supplement,,62050,Warrant,Warrant,"Warrant Arrest, Enroute To Outside Jurisdiction",Cite or Arrest Adult,WILLOW ST \ LARKIN ST,25150000,Tenderloin,Tenderloin,6,37.783777522298124,-122.41761857247508,"(37.783777522298124, -122.41761857247508)"
2018/10/16 07:49:00 AM,2018/10/16,07:49,2018,Tuesday,2018/10/16 07:49:00 AM,72672475000,726724,180420279,182890589,IS,Initial Supplement,,75000,Missing Person,Missing Person,Found Person,Cite or Arrest Adult,WILLOW ST \ LARKIN ST,25150000,Tenderloin,Tenderloin,6,37.783777522298124,-122.41761857247508,"(37.783777522298124, -122.41761857247508)"
2018/09/25 12:00:00 PM,2018/09/25,12:00,2018,Tuesday,2018/10/16 11:08:00 AM,72672568020,726725,180785051,182891832,II,Initial,,68020,Miscellaneous Investigation,Miscellaneous Investigation,Miscellaneous Investigation,Open or Active,MANSELL ST \ DARTMOUTH ST,20853000,Ingleside,McLaren Park,10,37.719586724347955,-122.40902190840623,"(37.719586724347955, -122.40902190840623)"
2018/10/16 09:23:00 AM,2018/10/16,09:23,2018,Tuesday,2018/10/16 09:23:00 AM,72672616623,726726,180784285,182890927,II,Initial,,16623,Drug Offense,Drug Violation,"Cocaine, Base/rock, Possession For Sale",Cite or Arrest Adult,POLK ST \ EDDY ST,25176000,Tenderloin,Tenderloin,6,37.78310139923345,-122.41918170505187,"(37.78310139923345, -122.41918170505187)"
2018/10/16 12:52:00 PM,2018/10/16,12:52,2018,Tuesday,2018/10/16 12:53:00 PM,72672772000,726727,180785023,182891788,II,Initial,,72000,Non-Criminal,Non-Criminal,Found  Property,Open or Active,SANTA ROSA AVE \ SAN GABRIEL AVE,22123000,Ingleside,Outer Mission,11,37.72840417040225,-122.43909672526411,"(37.72840417040225, -122.43909672526411)"
2018/10/16 07:52:00 AM,2018/10/16,07:52,2018,Tuesday,2018/10/16 07:52:00 AM,72672863010,726728,180784025,182890589,II,Initial,,63010,Warrant,Other,"Warrant Arrest, Local SF Warrant",Cite or Arrest Adult,WILLOW ST \ LARKIN ST,25150000,Tenderloin,Tenderloin,6,37.783777522298124,-122.41761857247508,"(37.783777522298124, -122.41761857247508)"
2018/10/15 06:00:00 PM,2018/10/15,18:00,2018,Monday,2018/10/16 12:57:00 PM,72672906223,726729,180785045,182891802,II,Initial,,06223,Larceny Theft,Larceny - From Vehicle,"Theft, From Unlocked Vehicle, $200-$950",Open or Active,INGALLS ST \ HUDSON AVE,20085000,Bayview,Bayview Hunters Point,10,37.73246457138539,-122.37959606426038,"(37.73246457138539, -122.37959606426038)"
2018/10/13 10:50:00 PM,2018/10/13,22:50,2018,Saturday,2018/10/16 01:15:00 PM,72673006313,726730,180785089,182891877,II,Initial,,06313,Larceny Theft,Larceny Theft - Bicycle,"Theft, Bicycle, $200-$950",Open or Active,TILLMAN PL \ GRANT AVE,24663000,Central,Financial District/South Beach,3,37.78931631009819,-122.4053369893453,"(37.78931631009819, -122.4053369893453)"
2018/10/12 10:45:00 AM,2018/10/12,10:45,2018,Friday,2018/10/16 12:15:00 PM,72673104134,726731,180785001,182891638,II,Initial,,04134,Assault,Simple Assault,Battery,Open or Active,CHURCH ST \ 18TH ST,25712000,Mission,Castro/Upper Market,8,37.7612895722579,-122.4283540660218,"(37.7612895722579, -122.4283540660218)"
2018/10/12 10:45:00 AM,2018/10/12,10:45,2018,Friday,2018/10/16 12:15:00 PM,72673119089,726731,180785001,182891638,II,Initial,,19089,Disorderly Conduct,Other,Incident On School Grounds,Open or Active,CHURCH ST \ 18TH ST,25712000,Mission,Castro/Upper Market,8,37.7612895722579,-122.4283540660218,"(37.7612895722579, -122.4283540660218)"
2018/10/16 08:25:00 AM,2018/10/16,08:25,2018,Tuesday,2018/10/16 08:46:00 AM,72673228160,726732,180784188,182890702,II,Initial,,28160,Malicious Mischief,Vandalism,"Malicious Mischief, Vandalism to Vehicle",Open or Active,CLARA ST \ HULBERT ALY,30008000,Southern,South of Market,6,37.7797049027246,-122.40206565957504,"(37.7797049027246, -122.40206565957504)"
2018/10/16 10:32:00 AM,2018/10/16,10:32,2018,Tuesday,2018/10/16 10:32:00 AM,72673311012,726733,180643045,182891238,IS,Initial Supplement,,11012,Stolen Property,Stolen Property,"Stolen Property, Possession with Knowledge, Receiving",Cite or Arrest Adult,FLORIDA ST \ 18TH ST,24031000,Mission,Mission,9,37.76170087788151,-122.41109020188723,"(37.76170087788151, -122.41109020188723)"
2018/10/16 10:32:00 AM,2018/10/16,10:32,2018,Tuesday,2018/10/16 10:32:00 AM,72673316710,726733,180643045,182891238,IS,Initial Supplement,,16710,Drug Offense,Drug Violation,"Narcotics Paraphernalia, Possession of",Cite or Arrest Adult,FLORIDA ST \ 18TH ST,24031000,Mission,Mission,9,37.76170087788151,-122.41109020188723,"(37.76170087788151, -122.41109020188723)"
2018/10/16 10:32:00 AM,2018/10/16,10:32,2018,Tuesday,2018/10/16 10:32:00 AM,72673327065,726733,180643045,182891238,IS,Initial Supplement,,27065,Other Miscellaneous,Fraud,"Identification To Peace Officer, False",Cite or Arrest Adult,FLORIDA ST \ 18TH ST,24031000,Mission,Mission,9,37.76170087788151,-122.41109020188723,"(37.76170087788151, -122.41109020188723)"
2018/10/16 11:18:00 AM,2018/10/16,11:18,2018,Tuesday,2018/10/16 11:18:00 AM,72673451050,726734,180784837,182891416,II,Initial,,51050,Non-Criminal,Non-Criminal,"Aided case, Naloxone Deployment",Unfounded,UNITED NATIONS PLZ \ LEAVENWORTH ST,30044000,Tenderloin,Tenderloin,6,37.77999173926721,-122.41348740024354,"(37.77999173926721, -122.41348740024354)"
2018/10/16 11:39:00 AM,2018/10/16,11:39,2018,Tuesday,2018/10/16 11:39:00 AM,72673563010,726735,170352604,182891495,IS,Initial Supplement,,63010,Warrant,Other,"Warrant Arrest, Local SF Warrant",Cite or Arrest Adult,LARKIN ST \ 09TH ST \ MARKET ST,30745000,Tenderloin,South of Market,6,37.77749384266056,-122.41629170279316,"(37.77749384266056, -122.41629170279316)"
2018/10/16 10:13:00 AM,2018/10/16,10:13,2018,Tuesday,2018/10/16 10:13:00 AM,72673662050,726736,180784445,182891138,II,Initial,,62050,Warrant,Warrant,"Warrant Arrest, Enroute To Outside Jurisdiction",Cite or Arrest Adult,MISSION ST \ 07TH ST,24315000,Tenderloin,South of Market,6,37.77921168445851,-122.41093657493794,"(37.77921168445851, -122.41093657493794)"
2018/10/16 12:51:00 PM,2018/10/16,12:51,2018,Tuesday,2018/10/16 12:51:00 PM,72673763010,726737,160929285,182891778,IS,Initial Supplement,,63010,Warrant,Other,"Warrant Arrest, Local SF Warrant",Cite or Arrest Adult,STEVENSON ST \ 14TH ST,24381000,Mission,Mission,9,37.76819010858081,-122.42136452349546,"(37.76819010858081, -122.42136452349546)"
2018/10/16 09:47:00 AM,2018/10/16,09:47,2018,Tuesday,2018/10/16 09:47:00 AM,72674063010,726740,180725405,182890787,IS,Initial Supplement,,63010,Warrant,Other,"Warrant Arrest, Local SF Warrant",Cite or Arrest Adult,MCALLISTER ST \ LEAVENWORTH ST,24324000,Tenderloin,Tenderloin,6,37.780926854425914,-122.41367636179726,"(37.780926854425914, -122.41367636179726)"
2018/10/16 01:50:00 PM,2018/10/16,13:50,2018,Tuesday,2018/10/16 01:50:00 PM,72674107041,726741,180756858,182891619,VS,Vehicle Supplement,,07041,Recovered Vehicle,Recovered Vehicle,"Vehicle, Recovered, Auto",Open or Active,BALBOA ST \ 14TH AVE,27473000,Richmond,Outer Richmond,1,37.77684400843925,-122.47257167170834,"(37.77684400843925, -122.47257167170834)"
2018/10/15 03:30:00 PM,2018/10/15,15:30,2018,Monday,2018/10/16 12:55:00 PM,72674364070,726743,180744411,182891794,IS,Initial Supplement,,64070,Suspicious Occ,Suspicious Occ,Suspicious Occurrence,Open or Active,WELSH ST \ 05TH ST,23888000,Southern,South of Market,6,37.77737199450485,-122.39976258647586,"(37.77737199450485, -122.39976258647586)"
2018/10/16 11:30:00 AM,2018/10/16,11:30,2018,Tuesday,2018/10/16 12:13:00 PM,72674471000,726744,180784962,182891630,II,Initial,,71000,Lost Property,Lost Property,Lost Property,Open or Active,STEVENSON ST \ 05TH ST,24888000,Tenderloin,South of Market,6,37.783528916178064,-122.4074828136046,"(37.783528916178064, -122.4074828136046)"
2018/10/16 01:06:00 PM,2018/10/16,13:06,2018,Tuesday,2018/10/16 01:06:00 PM,72674504013,726745,180785114,182891842,II,Initial,,04013,Assault,Aggravated Assault,"Assault, Aggravated, W/ Other Weapon",Cite or Arrest Adult,GEARY ST \ LARKIN ST,25170000,Northern,Tenderloin,6,37.78610103879033,-122.41808809883916,"(37.78610103879033, -122.41808809883916)"
2018/10/16 01:06:00 PM,2018/10/16,13:06,2018,Tuesday,2018/10/16 01:06:00 PM,72674528100,726745,180785114,182891842,II,Initial,,28100,Malicious Mischief,Vandalism,"Malicious Mischief, Breaking Windows",Cite or Arrest Adult,GEARY ST \ LARKIN ST,25170000,Northern,Tenderloin,6,37.78610103879033,-122.41808809883916,"(37.78610103879033, -122.41808809883916)"
2018/10/16 12:51:00 PM,2018/10/16,12:51,2018,Tuesday,2018/10/16 12:51:00 PM,72674664020,726746,180785108,182891777,II,Initial,,64020,Non-Criminal,Other,Mental Health Detention,Open or Active,GENEVA AVE \ LOUISBURG ST,22188000,Ingleside,Oceanview/Merced/Ingleside,7,37.72175241158197,-122.44929574336275,"(37.72175241158197, -122.44929574336275)"
2018/10/16 01:45:00 PM,2018/10/16,13:45,2018,Tuesday,2018/10/16 01:45:00 PM,72674762020,726747,180785170,182891969,II,Initial,,62020,Warrant,Warrant,"Warrant Arrest, Enroute To Dept. Of Corrections",Cite or Arrest Adult,15TH ST \ MISSION ST,24171000,Mission,Mission,9,37.76667360056878,-122.41982523539403,"(37.76667360056878, -122.41982523539403)"
2018/10/16 09:36:00 AM,2018/10/16,09:36,2018,Tuesday,2018/10/16 09:53:00 AM,72674863010,726748,171014801,182890977,IS,Initial Supplement,,63010,Warrant,Other,"Warrant Arrest, Local SF Warrant",Cite or Arrest Adult,TURK ST \ JONES ST,24923000,Tenderloin,Tenderloin,6,37.783004077643476,-122.4124117474483,"(37.783004077643476, -122.4124117474483)"
2018/10/15 05:00:00 PM,2018/10/15,17:00,2018,Monday,2018/10/16 10:31:00 AM,72674905053,726749,180784558,182891234,II,Initial,,05053,Burglary,Burglary - Commercial,"Burglary, Store, Unlawful Entry",Open or Active,BAY ST \ COLUMBUS AVE,25533000,Central,Russian Hill,2,37.80516964874004,-122.41722619458592,"(37.80516964874004, -122.41722619458592)"
2018/10/16 01:08:00 PM,2018/10/16,13:08,2018,Tuesday,2018/10/16 01:08:00 PM,72675075025,726750,180785136,182891846,II,Initial,,75025,Non-Criminal,Non-Criminal,Search Warrant Service,Open or Active,UNDERWOOD AVE \ KEITH ST,20484000,Bayview,Bayview Hunters Point,10,37.72872846256451,-122.38998131767396,"(37.72872846256451, -122.38998131767396)"
2018/10/16 11:30:00 AM,2018/10/16,11:30,2018,Tuesday,2018/10/16 12:26:00 PM,72675104138,726751,180785073,182891680,II,Initial,,04138,Assault,Simple Assault,"Battery, former Spouse or Dating Relationship",Cite or Arrest Adult,ELLIS ST \ LEAVENWORTH ST,25139000,Tenderloin,Tenderloin,6,37.78465714011983,-122.41443019938555,"(37.78465714011983, -122.41443019938555)"
2018/10/16 11:30:00 AM,2018/10/16,11:30,2018,Tuesday,2018/10/16 12:26:00 PM,72675128160,726751,180785073,182891680,II,Initial,,28160,Malicious Mischief,Vandalism,"Malicious Mischief, Vandalism to Vehicle",Cite or Arrest Adult,ELLIS ST \ LEAVENWORTH ST,25139000,Tenderloin,Tenderloin,6,37.78465714011983,-122.41443019938555,"(37.78465714011983, -122.41443019938555)"
2018/10/16 01:30:00 PM,2018/10/16,13:30,2018,Tuesday,2018/10/16 01:30:00 PM,72675212008,726752,180785277,182892191,II,Initial,,12008,Suspicious,Suspicious Package,Suspicious Package,Open or Active,04TH ST \ MISSION ROCK ST,34169000,Southern,Mission Bay,6,37.77283099431839,-122.39137353346597,"(37.77283099431839, -122.39137353346597)"
2018/10/16 08:45:00 AM,2018/10/16,08:45,2018,Tuesday,2018/10/16 08:45:00 AM,72675330155,726753,180785120,182890769,II,Initial,,30155,Other Offenses,Other,"Alcohol, Consuming In Public View",Cite or Arrest Adult,TREAT WAY \ 26TH ST \ TREAT AVE,23981000,Mission,Mission,9,37.74936982198442,-122.41268719509124,"(37.74936982198442, -122.41268719509124)"
2018/10/16 07:33:00 AM,2018/10/16,07:33,2018,Tuesday,2018/10/16 01:10:00 PM,72675419057,726754,180785211,182891857,II,Initial,,19057,Disorderly Conduct,Intimidation,Terrorist Threats,Cite or Arrest Adult,BAKER ST \ MCALLISTER ST,26358000,Park,Lone Mountain/USF,5,37.77737328369181,-122.44167819391822,"(37.77737328369181, -122.44167819391822)"
2018/10/16 09:30:00 AM,2018/10/16,09:30,2018,Tuesday,2018/10/16 12:10:00 PM,72675503024,726755,180784978,182891115,II,Initial,,03024,Robbery,Robbery - Commercial,"Robbery, Comml. Establ., W/ Force",Cite or Arrest Adult,HAIGHT ST \ COLE ST,26414000,Park,Haight Ashbury,5,37.769526043647296,-122.45071018189665,"(37.769526043647296, -122.45071018189665)"
2018/10/16 09:30:00 AM,2018/10/16,09:30,2018,Tuesday,2018/10/16 12:10:00 PM,72675505053,726755,180784978,182891115,II,Initial,,05053,Burglary,Burglary - Commercial,"Burglary, Store, Unlawful Entry",Cite or Arrest Adult,HAIGHT ST \ COLE ST,26414000,Park,Haight Ashbury,5,37.769526043647296,-122.45071018189665,"(37.769526043647296, -122.45071018189665)"
2018/10/15 10:00:00 PM,2018/10/15,22:00,2018,Monday,2018/10/16 02:50:00 PM,72675771000,726757,180785299,182892203,II,Initial,,71000,Lost Property,Lost Property,Lost Property,Open or Active,THE EMBARCADERO \ BEACH ST \ GRANT AVE,25475000,Central,North Beach,3,37.80811075299725,-122.40905049651286,"(37.80811075299725, -122.40905049651286)"
2018/07/30 08:00:00 AM,2018/07/30,08:00,2018,Monday,2018/10/16 12:57:00 PM,72675815017,726758,180785067,182891803,II,Initial,,15017,Sex Offense,Child Abuse,"Child Abuse, Pornography",Open or Active,MCALLISTER ST \ MARKET ST,30740000,Tenderloin,Tenderloin,6,37.78117721773047,-122.41169993118794,"(37.78117721773047, -122.41169993118794)"
2018/10/16 09:53:00 AM,2018/10/16,09:53,2018,Tuesday,2018/10/16 09:53:00 AM,72675926150,726759,180784423,182891047,II,Initial,,26150,Other Miscellaneous,Other,"Parole Violation, Adult",Cite or Arrest Adult,LEAVENWORTH ST \ TURK ST,24934000,Tenderloin,Tenderloin,6,37.78279444506034,-122.41405376568504,"(37.78279444506034, -122.41405376568504)"
2018/10/16 01:20:00 PM,2018/10/16,13:20,2018,Tuesday,2018/10/16 03:06:00 PM,72676006374,726760,180785352,182892252,II,Initial,,06374,Larceny Theft,Larceny Theft - Other,"Theft, Other Property, >$950",Open or Active,POLK ST \ REDWOOD ST,24464000,Northern,Tenderloin,6,37.780773160648025,-122.41870890513495,"(37.780773160648025, -122.41870890513495)"
2018/10/15 05:20:00 PM,2018/10/15,17:20,2018,Monday,2018/10/15 11:15:00 PM,72676106244,726761,180783550,182884088,II,Initial,,06244,Larceny Theft,Larceny - From Vehicle,"Theft, From Locked Vehicle, >$950",Open or Active,FRONT ST \ PINE ST,24673000,Central,Financial District/South Beach,3,37.79240821940111,-122.39858783520201,"(37.79240821940111, -122.39858783520201)"
2018/10/16 12:30:00 PM,2018/10/16,12:30,2018,Tuesday,2018/10/16 01:45:00 PM,72676215150,726762,180785205,182891910,II,Initial,,15150,Offences Against The Family And Children,Other,"EPO or Restraining Order Violation, DVU related",Cite or Arrest Adult,DIVISADERO ST \ OFARRELL ST,26802000,Park,Western Addition,5,37.78245048001555,-122.43929762619126,"(37.78245048001555, -122.43929762619126)"
2018/10/16 12:30:00 PM,2018/10/16,12:30,2018,Tuesday,2018/10/16 01:45:00 PM,72676215151,726762,180785205,182891910,II,Initial,,15151,Offences Against The Family And Children,Other,"Stay Away Order Violation, DVU related",Cite or Arrest Adult,DIVISADERO ST \ OFARRELL ST,26802000,Park,Western Addition,5,37.78245048001555,-122.43929762619126,"(37.78245048001555, -122.43929762619126)"
2018/10/16 12:15:00 PM,2018/10/16,12:15,2018,Tuesday,2018/10/16 12:18:00 PM,72676304014,726763,180784984,182891646,II,Initial,,04014,Assault,Aggravated Assault,"Assault, Aggravated, W/ Force",Open or Active,FOLSOM ST \ RUSS ST,24279000,Southern,South of Market,6,37.777628933006454,-122.40672447173796,"(37.777628933006454, -122.40672447173796)"
2018/10/16 12:51:00 PM,2018/10/16,12:51,2018,Tuesday,2018/10/16 12:51:00 PM,72676430130,726764,180785249,182891782,II,Initial,,30130,Other Offenses,Other,Peddling Without A License,Cite or Arrest Adult,MCALLISTER ST \ LEAVENWORTH ST,24324000,Tenderloin,Tenderloin,6,37.780926854425914,-122.41367636179726,"(37.780926854425914, -122.41367636179726)"
2018/10/16 12:51:00 PM,2018/10/16,12:51,2018,Tuesday,2018/10/16 12:51:00 PM,72676463010,726764,180785249,182891782,II,Initial,,63010,Warrant,Other,"Warrant Arrest, Local SF Warrant",Cite or Arrest Adult,MCALLISTER ST \ LEAVENWORTH ST,24324000,Tenderloin,Tenderloin,6,37.780926854425914,-122.41367636179726,"(37.780926854425914, -122.41367636179726)"
2018/10/16 12:51:00 PM,2018/10/16,12:51,2018,Tuesday,2018/10/16 12:51:00 PM,72676475000,726764,180785249,182891782,II,Initial,,75000,Missing Person,Missing Person,Found Person,Cite or Arrest Adult,MCALLISTER ST \ LEAVENWORTH ST,24324000,Tenderloin,Tenderloin,6,37.780926854425914,-122.41367636179726,"(37.780926854425914, -122.41367636179726)"
2018/10/16 08:42:00 AM,2018/10/16,08:42,2018,Tuesday,2018/10/16 08:42:00 AM,72676663010,726766,180545952,182890760,IS,Initial Supplement,,63010,Warrant,Other,"Warrant Arrest, Local SF Warrant",Cite or Arrest Adult,ELLIS ST \ JONES ST,24936000,Tenderloin,Tenderloin,6,37.7848662445387,-122.41278212939851,"(37.7848662445387, -122.41278212939851)"
2018/10/16 08:42:00 AM,2018/10/16,08:42,2018,Tuesday,2018/10/16 03:30:00 PM,72676716650,726767,180784166,182890760,II,Initial,,16650,Drug Offense,Drug Violation,Methamphetamine Offense,Cite or Arrest Adult,ELLIS ST \ JONES ST,24936000,Tenderloin,Tenderloin,6,37.7848662445387,-122.41278212939851,"(37.7848662445387, -122.41278212939851)"
2018/10/16 08:42:00 AM,2018/10/16,08:42,2018,Tuesday,2018/10/16 03:30:00 PM,72676716710,726767,180784166,182890760,II,Initial,,16710,Drug Offense,Drug Violation,"Narcotics Paraphernalia, Possession of",Cite or Arrest Adult,ELLIS ST \ JONES ST,24936000,Tenderloin,Tenderloin,6,37.7848662445387,-122.41278212939851,"(37.7848662445387, -122.41278212939851)"
2018/10/16 08:42:00 AM,2018/10/16,08:42,2018,Tuesday,2018/10/16 03:30:00 PM,72676726150,726767,180784166,182890760,II,Initial,,26150,Other Miscellaneous,Other,"Parole Violation, Adult",Cite or Arrest Adult,ELLIS ST \ JONES ST,24936000,Tenderloin,Tenderloin,6,37.7848662445387,-122.41278212939851,"(37.7848662445387, -122.41278212939851)"
2018/10/16 03:15:00 PM,2018/10/16,15:15,2018,Tuesday,2018/10/16 03:15:00 PM,72676805014,726768,180781861,182892301,IS,Initial Supplement,,05014,Larceny Theft,Theft From Vehicle,"Burglary, Vehicle (Arrest made)",Cite or Arrest Adult,MISSOURI ST \ WATCHMAN WAY,23635000,Bayview,Potrero Hill,10,37.75562144550937,-122.3957626269508,"(37.75562144550937, -122.3957626269508)"
2018/10/16 03:15:00 PM,2018/10/16,15:15,2018,Tuesday,2018/10/16 03:15:00 PM,72676811012,726768,180781861,182892301,IS,Initial Supplement,,11012,Stolen Property,Stolen Property,"Stolen Property, Possession with Knowledge, Receiving",Cite or Arrest Adult,MISSOURI ST \ WATCHMAN WAY,23635000,Bayview,Potrero Hill,10,37.75562144550937,-122.3957626269508,"(37.75562144550937, -122.3957626269508)"
2018/10/16 03:15:00 PM,2018/10/16,15:15,2018,Tuesday,2018/10/16 03:15:00 PM,72676826170,726768,180781861,182892301,IS,Initial Supplement,,26170,Other Miscellaneous,Other,Probation Violation,Cite or Arrest Adult,MISSOURI ST \ WATCHMAN WAY,23635000,Bayview,Potrero Hill,10,37.75562144550937,-122.3957626269508,"(37.75562144550937, -122.3957626269508)"
2018/10/16 10:12:00 AM,2018/10/16,10:12,2018,Tuesday,2018/10/16 10:25:00 AM,72676906363,726769,180784633,182891153,II,Initial,,06363,Larceny Theft,Larceny Theft - Shoplifting,"Theft, Shoplifting, $200-$950",Open or Active,OCEAN AVE \ CAPITOL AVE,22628000,Taraval,West of Twin Peaks,7,37.72453317055797,-122.45921280471808,"(37.72453317055797, -122.45921280471808)"
2018/10/16 07:02:00 AM,2018/10/16,07:02,2018,Tuesday,2018/10/16 07:02:00 AM,72677063010,726770,170321273,,IS,Initial Supplement,,63010,Warrant,Other,"Warrant Arrest, Local SF Warrant",Cite or Arrest Adult,GEARY ST \ LARKIN ST,25170000,Tenderloin,Tenderloin,6,37.78610103879033,-122.41808809883916,"(37.78610103879033, -122.41808809883916)"
2018/10/14 05:00:00 PM,2018/10/14,17:00,2018,Sunday,2018/10/16 03:56:00 PM,72677171000,726771,180785459,182892462,II,Initial,,71000,Lost Property,Lost Property,Lost Property,Open or Active,OFARRELL ST \ SHANNON ST,24944000,Tenderloin,Tenderloin,6,37.78589292711297,-122.41214750780264,"(37.78589292711297, -122.41214750780264)"
2018/10/16 08:00:00 AM,2018/10/16,08:00,2018,Tuesday,2018/10/16 08:00:00 AM,72677315162,726773,180784122,182890613,II,Initial,,15162,Offences Against The Family And Children,Other,Violation of Stay Away Order,Cite or Arrest Adult,HYDE ST \ TURK ST,24933000,Tenderloin,Tenderloin,6,37.78258503232177,-122.41569387441227,"(37.78258503232177, -122.41569387441227)"
2018/10/16 08:00:00 AM,2018/10/16,08:00,2018,Tuesday,2018/10/16 08:00:00 AM,72677316710,726773,180784122,182890613,II,Initial,,16710,Drug Offense,Drug Violation,"Narcotics Paraphernalia, Possession of",Cite or Arrest Adult,HYDE ST \ TURK ST,24933000,Tenderloin,Tenderloin,6,37.78258503232177,-122.41569387441227,"(37.78258503232177, -122.41569387441227)"
2018/10/15 07:15:00 PM,2018/10/15,19:15,2018,Monday,2018/10/15 10:29:00 PM,72677406244,726774,180783469,182883969,II,Initial,,06244,Larceny Theft,Larceny - From Vehicle,"Theft, From Locked Vehicle, >$950",Open or Active,STOCKTON ST \ NORTH POINT ST,25478000,Central,North Beach,3,37.80696290988273,-122.410497554147,"(37.80696290988273, -122.410497554147)"
2018/10/07 03:00:00 PM,2018/10/07,15:00,2018,Sunday,2018/10/16 03:51:00 PM,72677506111,726775,180785437,182892457,II,Initial,,06111,Larceny Theft,Larceny Theft - Pickpocket,"Theft, Pickpocket, <$50",Open or Active,GALILEE LN \ CLEARY CT \ LAGUNA ST,26513000,Northern,Western Addition,5,37.78392473449428,-122.42777887211062,"(37.78392473449428, -122.42777887211062)"
2018/10/16 10:21:00 AM,2018/10/16,10:21,2018,Tuesday,2018/10/16 11:00:00 AM,72677662050,726776,180784564,182891183,II,Initial,,62050,Warrant,Warrant,"Warrant Arrest, Enroute To Outside Jurisdiction",Cite or Arrest Adult,TURK ST \ JONES ST,24923000,Tenderloin,Tenderloin,6,37.783004077643476,-122.4124117474483,"(37.783004077643476, -122.4124117474483)"
2018/10/16 07:25:00 AM,2018/10/16,07:25,2018,Tuesday,2018/10/16 07:25:00 AM,72677763010,726777,170137757,,IS,Initial Supplement,,63010,Warrant,Other,"Warrant Arrest, Local SF Warrant",Cite or Arrest Adult,GOLDEN GATE AVE \ LEAVENWORTH ST,24334000,Tenderloin,Tenderloin,6,37.781863337992526,-122.41386560526722,"(37.781863337992526, -122.41386560526722)"
2018/10/16 11:20:00 AM,2018/10/16,11:20,2018,Tuesday,2018/10/16 11:20:00 AM,72677803011,726778,180745306,182892523,IS,Initial Supplement,,03011,Robbery,Robbery - Street,"Robbery, Street or Public Place, W/ Gun",Cite or Arrest Adult,BOARDMAN PL \ BRYANT ST,23914000,Southern,South of Market,6,37.7751608100771,-122.40363551943442,"(37.7751608100771, -122.40363551943442)"
2018/10/16 11:20:00 AM,2018/10/16,11:20,2018,Tuesday,2018/10/16 11:20:00 AM,72677826080,726778,180745306,182892523,IS,Initial Supplement,,26080,Other Miscellaneous,Other,Conspiracy,Cite or Arrest Adult,BOARDMAN PL \ BRYANT ST,23914000,Southern,South of Market,6,37.7751608100771,-122.40363551943442,"(37.7751608100771, -122.40363551943442)"
2018/10/16 10:45:00 AM,2018/10/16,10:45,2018,Tuesday,2018/10/16 10:45:00 AM,72677963010,726779,180784661,,IS,Initial Supplement,,63010,Warrant,Other,"Warrant Arrest, Local SF Warrant",Cite or Arrest Adult,TURK ST \ JONES ST,24923000,Tenderloin,Tenderloin,6,37.783004077643476,-122.4124117474483,"(37.783004077643476, -122.4124117474483)"
2018/10/16 07:14:00 AM,2018/10/16,07:14,2018,Tuesday,2018/10/16 07:14:00 AM,72678016650,726780,180783964,182890489,II,Initial,,16650,Drug Offense,Drug Violation,Methamphetamine Offense,Cite or Arrest Adult,06TH ST \ MISSION ST,24293000,Southern,South of Market,6,37.780971182329765,-122.4087086749172,"(37.780971182329765, -122.4087086749172)"
2018/10/16 07:14:00 AM,2018/10/16,07:14,2018,Tuesday,2018/10/16 07:14:00 AM,72678026170,726780,180783964,182890489,II,Initial,,26170,Other Miscellaneous,Other,Probation Violation,Cite or Arrest Adult,06TH ST \ MISSION ST,24293000,Southern,South of Market,6,37.780971182329765,-122.4087086749172,"(37.780971182329765, -122.4087086749172)"
