Incident Datetime,Incident Date,Incident Time,Incident Year,Incident Day of Week,Report Datetime,Row ID,Incident ID,Incident Number,CAD Number,Report Type Code,Report Type Description,Filed Online,Incident Code,Incident Category,Incident Subcategory,Incident Description,Resolution,Intersection,CNN,Police District,Analysis Neighborhood,Supervisor District,Latitude,Longitude,point
2018/10/16 07:14:00 AM,2018/10/16,07:14,2018,Tuesday,2018/10/16 07:14:00 AM,72678027130,726780,180783964,182890489,II,Initial,,27130,Other Miscellaneous,Other,"Burglary Tools, Possession Of",Cite or Arrest Adult,06TH ST \ MISSION ST,24293000,Southern,South of Market,6,37.780971182329765,-122.4087086749172,"(37.780971182329765, -122.4087086749172)"
2018/10/16 02:22:00 PM,2018/10/16,14:22,2018,Tuesday,2018/10/16 03:54:00 PM,72678205053,726782,180785487,182892222,II,Initial,,05053,Burglary,Burglary - Commercial,"Burglary, Store, Unlawful Entry",Open or Active,SACRAMENTO ST \ DAVIS ST,24573000,Central,Financial District/South Beach,3,37.794434006013915,-122.39779625740289,"(37.794434006013915, -122.39779625740289)"
2018/10/16 02:22:00 PM,2018/10/16,14:22,2018,Tuesday,2018/10/16 03:54:00 PM,72678226080,726782,180785487,182892222,II,Initial,,26080,Other Miscellaneous,Other,Conspiracy,Open or Active,SACRAMENTO ST \ DAVIS ST,24573000,Central,Financial District/South Beach,3,37.794434006013915,-122.39779625740289,"(37.794434006013915, -122.39779625740289)"
2018/10/16 01:40:00 PM,2018/10/16,13:40,2018,Tuesday,2018/10/16 01:48:00 PM,72678316625,726783,180785164,182892008,II,Initial,,16625,Drug Offense,Drug Violation,"Cocaine, Base/rock, Sale",Cite or Arrest Adult,POLK ST \ EDDY ST,25176000,Tenderloin,Tenderloin,6,37.78310139923345,-122.41918170505187,"(37.78310139923345, -122.41918170505187)"
2018/10/16 10:12:00 AM,2018/10/16,10:12,2018,Tuesday,2018/10/16 10:12:00 AM,72678430190,726784,180784702,182891137,II,Initial,,30190,Other Offenses,Other,Municipal Police Code Violation (general),Cite or Arrest Adult,NATOMA ST \ 07TH ST,24289000,Southern,South of Market,6,37.77841628146485,-122.40993824145319,"(37.77841628146485, -122.40993824145319)"
2018/10/16 10:12:00 AM,2018/10/16,10:12,2018,Tuesday,2018/10/16 10:12:00 AM,72678463010,726784,180784702,182891137,II,Initial,,63010,Warrant,Other,"Warrant Arrest, Local SF Warrant",Cite or Arrest Adult,NATOMA ST \ 07TH ST,24289000,Southern,South of Market,6,37.77841628146485,-122.40993824145319,"(37.77841628146485, -122.40993824145319)"
2018/10/12 11:00:00 AM,2018/10/12,11:00,2018,Friday,2018/10/12 11:00:00 AM,72678565050,726785,180766540,182823462,IS,Initial Supplement,,65050,Other Miscellaneous,Other,Driving While Under The Influence Of Alcohol,Cite or Arrest Adult,POLK ST \ REDWOOD ST,24464000,Northern,Tenderloin,6,37.780773160648025,-122.41870890513495,"(37.780773160648025, -122.41870890513495)"
2018/10/16 04:01:00 PM,2018/10/16,16:01,2018,Tuesday,2018/10/16 04:17:00 PM,72678607021,726786,180785506,182892494,VI,Vehicle Initial,,07021,Motor Vehicle Theft,Motor Vehicle Theft,"Vehicle, Stolen, Auto",Open or Active,GENEVA AVE \ PARQUE DR,21361000,Ingleside,Visitacion Valley,10,37.709162205023596,-122.42289332760808,"(37.709162205023596, -122.42289332760808)"
2018/10/16 04:36:00 PM,2018/10/16,16:36,2018,Tuesday,2018/10/16 04:36:00 PM,72678763010,726787,170991086,,IS,Initial Supplement,,63010,Warrant,Other,"Warrant Arrest, Local SF Warrant",Cite or Arrest Adult,TAYLOR ST \ EDDY ST,24925000,Tenderloin,Tenderloin,6,37.78414101130419,-122.41095161908784,"(37.78414101130419, -122.41095161908784)"
2018/10/16 01:30:00 PM,2018/10/16,13:30,2018,Tuesday,2018/10/16 01:30:00 PM,72678815162,726788,180785142,182891948,II,Initial,,15162,Offences Against The Family And Children,Other,Violation of Stay Away Order,Cite or Arrest Adult,LEAVENWORTH ST \ TURK ST,24934000,Tenderloin,Tenderloin,6,37.78279444506034,-122.41405376568504,"(37.78279444506034, -122.41405376568504)"
2018/10/16 11:30:00 AM,2018/10/16,11:30,2018,Tuesday,2018/10/16 11:30:00 AM,72678904014,726789,180681255,182513919,IS,Initial Supplement,,04014,Assault,Aggravated Assault,"Assault, Aggravated, W/ Force",Cite or Arrest Adult,,,Out of SF,,,,,
2018/10/16 11:30:00 AM,2018/10/16,11:30,2018,Tuesday,2018/10/16 11:30:00 AM,72678904136,726789,180681255,182513919,IS,Initial Supplement,,04136,Assault,Simple Assault,Battery with Serious Injuries,Cite or Arrest Adult,,,Out of SF,,,,,
2018/10/16 02:52:00 PM,2018/10/16,14:52,2018,Tuesday,2018/10/16 02:57:00 PM,72679016120,726790,180785324,182892242,II,Initial,,16120,Drug Offense,Drug Violation,"Heroin, Sales",Cite or Arrest Adult,LARKIN ST \ HAYES ST,30744000,Tenderloin,Tenderloin,6,37.777722750028566,-122.41640107183976,"(37.777722750028566, -122.41640107183976)"
2018/10/16 09:00:00 AM,2018/10/16,09:00,2018,Tuesday,2018/10/16 09:00:00 AM,72679115155,726791,180784291,182890822,II,Initial,,15155,Offences Against The Family And Children,Other,Restraining Order Notification/Service of Restraining Order,Open or Active,FELL ST \ COLE ST,26422000,Park,Golden Gate Park,5,37.77236766272795,-122.45078670937328,"(37.77236766272795, -122.45078670937328)"
2018/10/16 12:20:00 PM,2018/10/16,12:20,2018,Tuesday,2018/10/16 12:22:00 PM,72679268020,726792,180785540,182891661,II,Initial,,68020,Miscellaneous Investigation,Miscellaneous Investigation,Miscellaneous Investigation,Open or Active,GEARY ST \ POWELL ST,24903000,Central,Financial District/South Beach,3,37.78735926098589,-122.40822672700406,"(37.78735926098589, -122.40822672700406)"
2018/10/11 12:00:00 AM,2018/10/11,00:00,2018,Thursday,2018/10/16 04:26:00 PM,72679309320,726793,180785528,182892591,II,Initial,,09320,Fraud,Fraud,"Access Card, incl. Credit, Phone, ATM, Fraudulent Use of",Open or Active,BERKELEY WAY \ DIAMOND HEIGHTS BLVD,22282000,Ingleside,Glen Park,8,37.738688421200465,-122.4395490506862,"(37.738688421200465, -122.4395490506862)"
2018/08/22 01:22:00 PM,2018/08/22,13:22,2018,Wednesday,2018/10/16 01:31:00 PM,72679419057,726794,180785409,182891950,II,Initial,,19057,Disorderly Conduct,Intimidation,Terrorist Threats,Open or Active,VER MEHR PL \ KEARNY ST,24650000,Central,Financial District/South Beach,3,37.7893632771505,-122.40374684787704,"(37.7893632771505, -122.40374684787704)"
2018/10/16 05:03:00 PM,2018/10/16,17:03,2018,Tuesday,2018/10/16 05:03:00 PM,72679563010,726795,180605039,,IS,Initial Supplement,,63010,Warrant,Other,"Warrant Arrest, Local SF Warrant",Cite or Arrest Adult,TAYLOR ST \ EDDY ST,24925000,Tenderloin,Tenderloin,6,37.78414101130419,-122.41095161908784,"(37.78414101130419, -122.41095161908784)"
2018/10/07 04:00:00 PM,2018/10/07,16:00,2018,Sunday,2018/10/16 04:58:00 PM,72679705051,726797,180759250,182800959,IS,Initial Supplement,,05051,Burglary,Burglary - Commercial,"Burglary, Store, Forcible Entry",Open or Active,UNION ST \ CHARLTON CT,26582000,Northern,Marina,2,37.79760447473146,-122.43143751492967,"(37.79760447473146, -122.43143751492967)"
2018/10/16 04:33:00 PM,2018/10/16,16:33,2018,Tuesday,2018/10/16 04:33:00 PM,72679871012,726798,180716501,182892627,VS,Vehicle Supplement,,71012,Other Offenses,Other Offenses,"License Plate, Recovered",Open or Active,EUCLID AVE \ COLLINS ST,26912000,Richmond,Presidio Heights,2,37.78448090143288,-122.45013568820917,"(37.78448090143288, -122.45013568820917)"
2018/10/15 06:30:00 PM,2018/10/15,18:30,2018,Monday,2018/10/16 04:40:00 PM,72679907021,726799,180785603,182892613,VI,Vehicle Initial,,07021,Motor Vehicle Theft,Motor Vehicle Theft,"Vehicle, Stolen, Auto",Open or Active,FILLMORE ST \ JEFFERSON ST,26790000,Northern,Marina,2,37.80547026506451,-122.4372717074476,"(37.80547026506451, -122.4372717074476)"
2018/10/16 01:57:00 PM,2018/10/16,13:57,2018,Tuesday,2018/10/16 03:03:00 PM,72680006394,726800,180785493,182892250,II,Initial,,06394,Larceny Theft,Larceny Theft - Other,Theft from Merchant or Library,Open or Active,POST ST \ BUCHANAN ST,26522000,Northern,Japantown,5,37.78556384617361,-122.42978259351794,"(37.78556384617361, -122.42978259351794)"
2018/10/16 07:13:00 AM,2018/10/16,07:13,2018,Tuesday,2018/10/16 07:27:00 AM,72680163010,726801,170099373,182890486,IS,Initial Supplement,,63010,Warrant,Other,"Warrant Arrest, Local SF Warrant",Cite or Arrest Adult,LEAVENWORTH ST \ TURK ST,24934000,Tenderloin,Tenderloin,6,37.78279444506034,-122.41405376568504,"(37.78279444506034, -122.41405376568504)"
2018/10/12 11:59:00 PM,2018/10/12,23:59,2018,Friday,2018/10/16 12:00:00 AM,72680226029,726802,180785346,182891283,II,Initial,,26029,Arson,Arson,"Arson, Attempted",Open or Active,TAYLOR ST \ SUTTER ST,24958000,Central,Nob Hill,3,37.78880754257507,-122.41188565874671,"(37.78880754257507, -122.41188565874671)"
2018/10/12 11:59:00 PM,2018/10/12,23:59,2018,Friday,2018/10/16 12:00:00 AM,72680228150,726802,180785346,182891283,II,Initial,,28150,Malicious Mischief,Vandalism,"Malicious Mischief, Vandalism to Property",Open or Active,TAYLOR ST \ SUTTER ST,24958000,Central,Nob Hill,3,37.78880754257507,-122.41188565874671,"(37.78880754257507, -122.41188565874671)"
2018/10/16 07:56:00 AM,2018/10/16,07:56,2018,Tuesday,2018/10/16 04:39:00 PM,72680405013,726804,180785590,182891039,II,Initial,,05013,Burglary,Burglary - Residential,"Burglary, Apartment House, Unlawful Entry",Open or Active,HAYES ST \ POLK ST,24436000,Northern,Tenderloin,6,37.77751171020645,-122.41804316781624,"(37.77751171020645, -122.41804316781624)"
2018/10/16 04:20:00 PM,2018/10/16,16:20,2018,Tuesday,2018/10/16 04:39:00 PM,72680506362,726805,180785647,182892663,II,Initial,,06362,Larceny Theft,Larceny Theft - Shoplifting,"Theft, Shoplifting, $50-$200",Cite or Arrest Adult,MARKET ST \ POWELL ST,34016000,Tenderloin,Financial District/South Beach,3,37.784560141211806,-122.40733704162238,"(37.784560141211806, -122.40733704162238)"
2018/10/16 01:10:00 PM,2018/10/16,13:10,2018,Tuesday,2018/10/16 02:02:00 PM,72680604136,726806,180785233,182891930,II,Initial,,04136,Assault,Simple Assault,Battery with Serious Injuries,Open or Active,24TH ST \ SOUTH VAN NESS AVE,24063000,Mission,Mission,9,37.752372787574465,-122.41626551140196,"(37.752372787574465, -122.41626551140196)"
2018/10/16 03:05:00 PM,2018/10/16,15:05,2018,Tuesday,2018/10/16 04:55:00 PM,72680706304,726807,180785653,182892451,II,Initial,,06304,Larceny Theft,Larceny Theft - From Building,"Theft, From Building, >$950",Open or Active,POLK ST \ EDDY ST,25176000,Tenderloin,Tenderloin,6,37.78310139923345,-122.41918170505187,"(37.78310139923345, -122.41918170505187)"
2018/10/16 01:30:00 PM,2018/10/16,13:30,2018,Tuesday,2018/10/16 04:36:00 PM,72680806361,726808,180785556,182892476,II,Initial,,06361,Larceny Theft,Larceny Theft - Shoplifting,"Theft, Shoplifting, <$50",Open or Active,SYDNEY WAY \ FOWLER AVE \ PORTOLA DR,22424000,Ingleside,West of Twin Peaks,7,37.74459289489258,-122.45336484271765,"(37.74459289489258, -122.45336484271765)"
2018/10/14 08:00:00 PM,2018/10/14,20:00,2018,Sunday,2018/10/16 05:11:00 PM,72680906114,726809,180785681,182892808,II,Initial,,06114,Larceny Theft,Larceny Theft - Pickpocket,"Theft, Pickpocket, >$950",Open or Active,COLUMBUS AVE \ BROADWAY,25321000,Tenderloin,Chinatown,3,37.79786461185716,-122.40666793238798,"(37.79786461185716, -122.40666793238798)"
2018/10/14 08:00:00 PM,2018/10/14,20:00,2018,Sunday,2018/10/16 05:11:00 PM,72680906125,726809,180785681,182892808,II,Initial,,06125,Larceny Theft,Larceny Theft - Other,Theft of Checks or Credit Cards,Open or Active,COLUMBUS AVE \ BROADWAY,25321000,Tenderloin,Chinatown,3,37.79786461185716,-122.40666793238798,"(37.79786461185716, -122.40666793238798)"
2018/10/16 05:36:00 PM,2018/10/16,17:36,2018,Tuesday,2018/10/16 05:36:00 PM,72681063010,726810,180308380,,IS,Initial Supplement,,63010,Warrant,Other,"Warrant Arrest, Local SF Warrant",Cite or Arrest Adult,EDDY ST \ JONES ST,24929000,Out of SF,Tenderloin,6,37.7839325760642,-122.41259527758581,"(37.7839325760642, -122.41259527758581)"
2018/10/16 05:45:00 PM,2018/10/16,17:45,2018,Tuesday,2018/10/16 05:45:00 PM,72681263010,726812,180697616,,IS,Initial Supplement,,63010,Warrant,Other,"Warrant Arrest, Local SF Warrant",Cite or Arrest Adult,TAYLOR ST \ EDDY ST,24925000,Tenderloin,Tenderloin,6,37.78414101130419,-122.41095161908784,"(37.78414101130419, -122.41095161908784)"
2018/10/16 05:54:00 PM,2018/10/16,17:54,2018,Tuesday,2018/10/16 05:54:00 PM,72681363010,726813,180673086,,IS,Initial Supplement,,63010,Warrant,Other,"Warrant Arrest, Local SF Warrant",Cite or Arrest Adult,EDDY ST \ JONES ST,24929000,Out of SF,Tenderloin,6,37.7839325760642,-122.41259527758581,"(37.7839325760642, -122.41259527758581)"
2018/10/16 02:11:00 PM,2018/10/16,14:11,2018,Tuesday,2018/10/16 02:11:00 PM,72681462050,726814,180785283,182892082,II,Initial,,62050,Warrant,Warrant,"Warrant Arrest, Enroute To Outside Jurisdiction",Cite or Arrest Adult,BOARDMAN PL \ BRYANT ST,23914000,Southern,South of Market,6,37.7751608100771,-122.40363551943442,"(37.7751608100771, -122.40363551943442)"
2018/10/14 07:35:00 PM,2018/10/14,19:35,2018,Sunday,2018/10/16 11:12:00 AM,72681610045,726816,180784893,182890793,II,Initial,,10045,Embezzlement,Embezzlement,"Embezzlement, Grand Theft By Employee",Open or Active,BEACH ST \ HYDE ST,30766000,Central,Russian Hill,2,37.806657732348235,-122.42055996630992,"(37.806657732348235, -122.42055996630992)"
2018/10/16 06:07:00 PM,2018/10/16,18:07,2018,Tuesday,2018/10/16 06:07:00 PM,72681763010,726817,180558416,,IS,Initial Supplement,,63010,Warrant,Other,"Warrant Arrest, Local SF Warrant",Cite or Arrest Adult,EDDY ST \ JONES ST,24929000,Out of SF,Tenderloin,6,37.7839325760642,-122.41259527758581,"(37.7839325760642, -122.41259527758581)"
2018/10/15 06:30:00 PM,2018/10/15,18:30,2018,Monday,2018/10/16 05:26:00 PM,72681807023,726818,180785738,182892876,VI,Vehicle Initial,,07023,Motor Vehicle Theft,Motor Vehicle Theft,"Vehicle, Stolen, Motorcycle",Open or Active,FELL ST \ BRODERICK ST,26058000,Park,Hayes Valley,5,37.77384711871528,-122.43927679941127,"(37.77384711871528, -122.43927679941127)"
2018/10/16 05:09:00 PM,2018/10/16,17:09,2018,Tuesday,2018/10/16 05:15:00 PM,72681964070,726819,180785744,182892810,II,Initial,,64070,Suspicious Occ,Suspicious Occ,Suspicious Occurrence,Open or Active,20TH ST \ ILLINOIS ST,23562000,Bayview,Potrero Hill,10,37.760550220844614,-122.38756878451498,"(37.760550220844614, -122.38756878451498)"
2018/10/16 06:07:00 PM,2018/10/16,18:07,2018,Tuesday,2018/10/16 06:07:00 PM,72682163010,726821,180458565,,IS,Initial Supplement,,63010,Warrant,Other,"Warrant Arrest, Local SF Warrant",Cite or Arrest Adult,TAYLOR ST \ EDDY ST,24925000,Tenderloin,Tenderloin,6,37.78414101130419,-122.41095161908784,"(37.78414101130419, -122.41095161908784)"
2018/10/16 04:30:00 PM,2018/10/16,16:30,2018,Tuesday,2018/10/16 04:30:00 PM,72682273000,726822,180783629,182884038,IS,Initial Supplement,,73000,Non-Criminal,Non-Criminal,Property for Identification,Cite or Arrest Adult,BRYANT ST \ LANGTON ST,23876000,Southern,South of Market,6,37.77385630397913,-122.40528580238285,"(37.77385630397913, -122.40528580238285)"
2018/10/16 06:28:00 PM,2018/10/16,18:28,2018,Tuesday,2018/10/16 06:28:00 PM,72682463010,726824,180124807,,IS,Initial Supplement,,63010,Warrant,Other,"Warrant Arrest, Local SF Warrant",Cite or Arrest Adult,EDDY ST \ JONES ST,24929000,Out of SF,Tenderloin,6,37.7839325760642,-122.41259527758581,"(37.7839325760642, -122.41259527758581)"
2018/10/16 08:18:00 AM,2018/10/16,08:18,2018,Tuesday,2018/10/16 12:59:00 PM,72682507043,726825,180781087,182890674,VS,Vehicle Supplement,,07043,Recovered Vehicle,Recovered Vehicle,"Vehicle, Recovered, Motorcycle",Open or Active,SUTTER ST \ BRODERICK ST,26809000,Richmond,Japantown,5,37.78503589838039,-122.44153717409976,"(37.78503589838039, -122.44153717409976)"
2018/10/16 06:32:00 PM,2018/10/16,18:32,2018,Tuesday,2018/10/16 06:32:00 PM,72682663010,726826,180308380,,IS,Initial Supplement,,63010,Warrant,Other,"Warrant Arrest, Local SF Warrant",Cite or Arrest Adult,TAYLOR ST \ EDDY ST,24925000,Tenderloin,Tenderloin,6,37.78414101130419,-122.41095161908784,"(37.78414101130419, -122.41095161908784)"
2018/10/16 02:30:00 PM,2018/10/16,14:30,2018,Tuesday,2018/10/16 02:49:00 PM,72682704134,726827,180785302,182892179,II,Initial,,04134,Assault,Simple Assault,Battery,Open or Active,26TH ST \ HAMPSHIRE ST,23948000,Mission,Mission,9,37.74971662711626,-122.40689644914283,"(37.74971662711626, -122.40689644914283)"
2018/10/16 04:36:00 PM,2018/10/16,16:36,2018,Tuesday,2018/10/16 04:36:00 PM,72682816662,726828,180785562,182892650,II,Initial,,16662,Drug Offense,Drug Violation,"Controlled Substance, Possession For Sale",Open or Active,GOLDEN GATE AVE \ LEAVENWORTH ST,24334000,Tenderloin,Tenderloin,6,37.781863337992526,-122.41386560526722,"(37.781863337992526, -122.41386560526722)"
2018/10/16 04:36:00 PM,2018/10/16,16:36,2018,Tuesday,2018/10/16 04:36:00 PM,72682816664,726828,180785562,182892650,II,Initial,,16664,Drug Offense,Drug Violation,"Controlled Substance, Sale",Open or Active,GOLDEN GATE AVE \ LEAVENWORTH ST,24334000,Tenderloin,Tenderloin,6,37.781863337992526,-122.41386560526722,"(37.781863337992526, -122.41386560526722)"
2018/10/16 04:36:00 PM,2018/10/16,16:36,2018,Tuesday,2018/10/16 04:36:00 PM,72682864085,726828,180785562,182892650,II,Initial,,64085,Other Miscellaneous,Other,Investigative Detention,Open or Active,GOLDEN GATE AVE \ LEAVENWORTH ST,24334000,Tenderloin,Tenderloin,6,37.781863337992526,-122.41386560526722,"(37.781863337992526, -122.41386560526722)"
2018/10/16 04:50:00 PM,2018/10/16,16:50,2018,Tuesday,2018/10/16 04:56:00 PM,72682916625,726829,180785631,182892737,II,Initial,,16625,Drug Offense,Drug Violation,"Cocaine, Base/rock, Sale",Cite or Arrest Adult,ELLIS ST \ LEAVENWORTH ST,25139000,Tenderloin,Tenderloin,6,37.78465714011983,-122.41443019938555,"(37.78465714011983, -122.41443019938555)"
2018/10/16 11:07:00 AM,2018/10/16,11:07,2018,Tuesday,2018/10/16 11:07:00 AM,72683163010,726831,180784815,182891384,II,Initial,,63010,Warrant,Other,"Warrant Arrest, Local SF Warrant",Cite or Arrest Adult,POLK ST \ ALICE B TOKLAS PL \ MYRTLE ST,25181000,Tenderloin,Tenderloin,6,37.785433035069246,-122.41963899044026,"(37.785433035069246, -122.41963899044026)"
2018/10/16 08:12:00 AM,2018/10/16,08:12,2018,Tuesday,2018/10/16 08:12:00 AM,72683263010,726832,180784116,182890651,II,Initial,,63010,Warrant,Other,"Warrant Arrest, Local SF Warrant",Cite or Arrest Adult,MINNA ST \ 07TH ST,24291000,Southern,South of Market,6,37.77878537156561,-122.41040149389688,"(37.77878537156561, -122.41040149389688)"
2018/10/15 11:53:00 AM,2018/10/15,11:53,2018,Monday,2018/10/15 11:53:00 AM,72683365016,726833,180786059,182893187,II,Initial,,65016,Other Miscellaneous,Other,"Driving, License Suspended or Revoked",Open or Active,POLK ST \ NORTH POINT ST,26704000,Central,Russian Hill,2,37.80528698382421,-122.42365507596732,"(37.80528698382421, -122.42365507596732)"
2018/10/15 11:53:00 AM,2018/10/15,11:53,2018,Monday,2018/10/15 11:53:00 AM,72683365020,726833,180786059,182893187,II,Initial,,65020,Other Miscellaneous,Other,"Driving, Reckless",Open or Active,POLK ST \ NORTH POINT ST,26704000,Central,Russian Hill,2,37.80528698382421,-122.42365507596732,"(37.80528698382421, -122.42365507596732)"
2018/10/15 11:53:00 AM,2018/10/15,11:53,2018,Monday,2018/10/15 11:53:00 AM,72683368020,726833,180786059,182893187,II,Initial,,68020,Miscellaneous Investigation,Miscellaneous Investigation,Miscellaneous Investigation,Open or Active,POLK ST \ NORTH POINT ST,26704000,Central,Russian Hill,2,37.80528698382421,-122.42365507596732,"(37.80528698382421, -122.42365507596732)"
2018/08/09 02:00:00 PM,2018/08/09,14:00,2018,Thursday,2018/10/16 04:42:00 PM,72683471000,726834,180785578,182892678,II,Initial,,71000,Lost Property,Lost Property,Lost Property,Open or Active,FULTON ST \ 36TH AVE,27830000,Richmond,Outer Richmond,1,37.77203201350724,-122.49597201699906,"(37.77203201350724, -122.49597201699906)"
2018/10/16 08:43:00 AM,2018/10/16,08:43,2018,Tuesday,2018/10/16 08:43:00 AM,72683516100,726835,180784229,182890763,II,Initial,,16100,Drug Offense,Drug Violation,Heroin Offense,Cite or Arrest Adult,06TH ST \ MINNA ST,24285000,Southern,South of Market,6,37.7805353858225,-122.40816079455212,"(37.7805353858225, -122.40816079455212)"
2018/10/16 08:43:00 AM,2018/10/16,08:43,2018,Tuesday,2018/10/16 08:43:00 AM,72683526170,726835,180784229,182890763,II,Initial,,26170,Other Miscellaneous,Other,Probation Violation,Cite or Arrest Adult,06TH ST \ MINNA ST,24285000,Southern,South of Market,6,37.7805353858225,-122.40816079455212,"(37.7805353858225, -122.40816079455212)"
